# height, width, number of rows, number of columns
# 3024, 4032, 10000, 7
# x, y, size, angle, response, octave, class_id
4.425770263671875000e+02,2.299619140625000000e+03,2.535501718521118164e+00,3.355258178710937500e+01,1.048930063843727112e-01,8.258303000000000000e+06,-1.000000000000000000e+00
4.425770263671875000e+02,2.299619140625000000e+03,2.535501718521118164e+00,2.486970214843750000e+02,1.048930063843727112e-01,8.258303000000000000e+06,-1.000000000000000000e+00
1.379947265625000000e+03,2.136893554687500000e+03,3.470610857009887695e+00,2.206962890625000000e+02,8.045922219753265381e-02,1.422233500000000000e+07,-1.000000000000000000e+00
1.703725097656250000e+03,7.208104248046875000e+02,9.518087768554687500e+01,2.362948608398437500e+02,8.024597913026809692e-02,3.080964000000000000e+06,-1.000000000000000000e+00
1.703725097656250000e+03,7.208104248046875000e+02,9.518087768554687500e+01,4.566589355468750000e+01,8.024597913026809692e-02,3.080964000000000000e+06,-1.000000000000000000e+00
1.354928833007812500e+03,2.164008789062500000e+03,3.847374677658081055e+00,2.218186645507812500e+02,7.841672748327255249e-02,4.980992000000000000e+06,-1.000000000000000000e+00
1.366746948242187500e+03,2.151074462890625000e+03,4.215592384338378906e+00,2.206395111083984375e+02,7.825089246034622192e-02,1.160012800000000000e+07,-1.000000000000000000e+00
2.900091552734375000e+03,2.497062744140625000e+03,1.208218860626220703e+01,8.785714721679687500e+01,7.818401604890823364e-02,4.195073000000000000e+06,-1.000000000000000000e+00
2.900091552734375000e+03,2.497062744140625000e+03,1.208218860626220703e+01,1.357317504882812500e+02,7.818401604890823364e-02,4.195073000000000000e+06,-1.000000000000000000e+00
2.900091552734375000e+03,2.497062744140625000e+03,1.208218860626220703e+01,2.407594604492187500e+02,7.818401604890823364e-02,4.195073000000000000e+06,-1.000000000000000000e+00
4.839956359863281250e+02,2.328671386718750000e+03,3.848191976547241211e+00,4.655804443359375000e+01,7.758137583732604980e-02,4.980992000000000000e+06,-1.000000000000000000e+00
4.839956359863281250e+02,2.328671386718750000e+03,3.848191976547241211e+00,2.387438201904296875e+02,7.758137583732604980e-02,4.980992000000000000e+06,-1.000000000000000000e+00
3.330060546875000000e+03,2.140174072265625000e+03,9.186789512634277344e+00,2.972692260742187500e+02,7.710584998130798340e-02,1.049089000000000000e+06,-1.000000000000000000e+00
3.330060546875000000e+03,2.140174072265625000e+03,9.186789512634277344e+00,1.063429260253906250e+02,7.710584998130798340e-02,1.049089000000000000e+06,-1.000000000000000000e+00
1.685014282226562500e+03,2.388707275390625000e+02,1.553894500732421875e+02,8.405105590820312500e+01,7.701877504587173462e-02,5.112325000000000000e+06,-1.000000000000000000e+00
